patch	channels	sample_rate	frames	pcm16_sha256
examples/stereo/pitch_shift_stereo_28.yaml	2	48000	48000	4b68dc0c6e5d5d267e2df1e805f0c3f518cef3f03a1b30ec7cec97b28678919b
examples/stereo/pitch_shift_stereo_31.yaml	2	48000	48000	42468a3ffbedc5bb7aff688e4f59d3509302818540360f8f11512a279606bbb9
examples/stereo/rhythm_stereo_13.yaml	2	48000	48000	eadb544b0cb18ac2fb0e23eb314f6942b19cb6a21ea93ee58976623d473df2d6
examples/stereo/rhythm_stereo_16.yaml	2	48000	48000	6c85b2f9fad8a6ead54fc650a04a268bbb48decbe94b3f83375fa8c088610a0d
examples/stereo/rhythm_stereo_22.yaml	2	48000	48000	700f3f8e16fe2d99e2e30878b46fd1f627bb83996b6af3a18007b12d157e49fb
examples/stereo/rhythm_stereo_30.yaml	2	48000	48000	7b9291bd39a5f0433018893bbd8553d462b052866c5ba124af625e90744a5284
examples/stereo/rhythm_stereo_38.yaml	2	48000	48000	a6ccbd92a4e08b4c294302e35b3e6125940b4dddeae41d86f9a396c8770a1c96
examples/stereo/rhythm_stereo_39.yaml	2	48000	48000	024b535eb9d956861f9c5af2dff86f8968360aa9f7cabbfacdd0f3f90ae8895a
examples/stereo/rhythm_stereo_46.yaml	2	48000	48000	55627dd16a70a57cbe075ef2ae380fa9c7f53de73742bdeb25458700b2b8eff7
examples/stereo/steve_reich_phase.yaml	2	48000	48000	a2a656b9c6212a3571cd33dc5a4fc89e3064c683f9bd96ffde780839a781fea3
examples/stereo/texture_stereo_17.yaml	2	48000	48000	266cf852f7635e74a38d30b8026a75b36e2fa29007cf6e14e91af92131096112
examples/stereo/texture_stereo_19.yaml	2	48000	48000	b545e64afaebf3eb10d52531539461a3ba535753a6395fd068ec06afce46869f
examples/stereo/texture_stereo_20.yaml	2	48000	48000	e468bc4e0fc9504f8936c76c6f850e994120adee2dc0c476780cd6b4b55f5732
examples/stereo/texture_stereo_25.yaml	2	48000	48000	86f2295325dbf9782e5b7101c16e7943239a2b36760e3199cc6bebaf064e50a3
examples/stereo/texture_stereo_33.yaml	2	48000	48000	da68eb4c51eba674a572cffe935ab71d9207273e99e7cc68af1e46a08079c709
examples/stereo/texture_stereo_37.yaml	2	48000	48000	26837a031df1dd413c6da348d53db9ec7703a08c20096cec536885fa34e3f511
examples/stereo/texture_stereo_43.yaml	2	48000	48000	86f2295325dbf9782e5b7101c16e7943239a2b36760e3199cc6bebaf064e50a3
examples/stereo/time_stretch_stereo_21.yaml	2	48000	48000	7d341317a77b2604f1691e74df71ef88eaf278756febb289b35342756dc5d588
examples/stereo/time_stretch_stereo_24.yaml	2	48000	48000	4951b45d8a16b7d8a5bfbadb3f6ce5bb06303a7029a1abb2e3e72a6872306ded
examples/stereo/time_stretch_stereo_40.yaml	2	48000	48000	8708b19178d09b7407dcd15369f7c47bd090635fa41a2c44774e55debf93220c
examples/stereo/time_stretch_stereo_45.yaml	2	48000	48000	4201ba8f99482bc029ab1a525eaff528afeccc30954cdbe12368c87b922db1f5
examples/stochastic_melody.yaml	2	44100	44100	1659e992e5a0bee09e82cfe07f9d65bc49275796855e373cf9db503079ee3173
examples/stretch_4x.yaml	2	48000	48000	c588b573a07aab9846264bcace2a41045b4cf1a7a0fafe55fd7388af32062a55
examples/tape_degradation.yaml	2	44100	44100	1659e992e5a0bee09e82cfe07f9d65bc49275796855e373cf9db503079ee3173
examples/texture_cloud.yaml	2	44100	44100	1659e992e5a0bee09e82cfe07f9d65bc49275796855e373cf9db503079ee3173
examples/time_stretch_extreme.yaml	2	44100	44100	1659e992e5a0bee09e82cfe07f9d65bc49275796855e373cf9db503079ee3173
examples/tremolo_grains.yaml	2	44100	44100	1659e992e5a0bee09e82cfe07f9d65bc49275796855e373cf9db503079ee3173
examples/vibrato_grains.yaml	2	44100	44100	1659e992e5a0bee09e82cfe07f9d65bc49275796855e373cf9db503079ee3173
examples/water_drops.yaml	2	44100	44100	1659e992e5a0bee09e82cfe07f9d65bc49275796855e373cf9db503079ee3173
examples/wind_noise.yaml	2	44100	44100	1659e992e5a0bee09e82cfe07f9d65bc49275796855e373cf9db503079ee3173
