patch	channels	sample_rate	frames	pcm16_sha256
examples/pitch_quantization.yaml	2	44100	44100	1659e992e5a0bee09e82cfe07f9d65bc49275796855e373cf9db503079ee3173
examples/pitch_shift_down.yaml	2	44100	44100	1659e992e5a0bee09e82cfe07f9d65bc49275796855e373cf9db503079ee3173
examples/pitch_shift_up.yaml	2	44100	44100	cfac089bb566b1d709a13d0933fb3a03d0582532eaf298b3107f1cfac8071152
examples/pulsar_synthesis.yaml	2	44100	44100	1659e992e5a0bee09e82cfe07f9d65bc49275796855e373cf9db503079ee3173
examples/reverse_playback.yaml	2	44100	44100	1659e992e5a0bee09e82cfe07f9d65bc49275796855e373cf9db503079ee3173
examples/rhythmic_chopping.yaml	2	44100	44100	1659e992e5a0bee09e82cfe07f9d65bc49275796855e373cf9db503079ee3173
examples/scratch_effect.yaml	2	44100	44100	1659e992e5a0bee09e82cfe07f9d65bc49275796855e373cf9db503079ee3173
examples/shimmer_reverb.yaml	2	44100	44100	1659e992e5a0bee09e82cfe07f9d65bc49275796855e373cf9db503079ee3173
examples/spectral_freezing.yaml	2	44100	44100	1659e992e5a0bee09e82cfe07f9d65bc49275796855e373cf9db503079ee3173
examples/stereo/chaos_stereo_10.yaml	2	48000	48000	446b4de50b3294f1936c1d44b7edba6c9473f6ef77188cd223668b3571483bce
examples/stereo/chaos_stereo_14.yaml	2	48000	48000	403d426276eafc41f95b358aac8802bbb0d0710ddba2753ad716c15b7963bc86
examples/stereo/chaos_stereo_36.yaml	2	48000	48000	48c76d0ea54102fcda1dd1885468e2dd7d0ba6ff08cfddc2e6440e81befe1118
examples/stereo/chaos_stereo_44.yaml	2	48000	48000	9dc22dcf6dd946fdcfab654b7d0265f9f6df479c822ca9fd36dd8be5af5b048b
examples/stereo/drone_stereo_01.yaml	2	48000	48000	c04f890f8c3c07645170753554ced90cf3508bdb0b2c67c049f0834902357712
examples/stereo/drone_stereo_05.yaml	2	48000	48000	69b3ac1331045c5733fa9819563141d8ef437c965fa9a9ac0bcfb4f12c241896
examples/stereo/drone_stereo_11.yaml	2	48000	48000	c1ccc6e733a3865c98618933f2440074c308dfc53c616546f06cfd7ab6fb6d96
examples/stereo/drone_stereo_15.yaml	2	48000	48000	51cee7f926c98279b028a1e11f69282be72abcb012d87959d9d78e04924cd3c6
examples/stereo/drone_stereo_18.yaml	2	48000	48000	3d8a9e79e536385b642cd3e0d3e4fedf96be36603fbac82d2e7e0df6ab34ff0d
examples/stereo/drone_stereo_23.yaml	2	48000	48000	064d6871537f8fe68d9bac9621b509ae3def6f25fe4a5f8fd196a8e966f51dbc
examples/stereo/drone_stereo_29.yaml	2	48000	48000	9e1b38137d9fe90f7eb5ceb241fa3f23e8c6ac77f6f2e71067e017745b970677
examples/stereo/drone_stereo_32.yaml	2	48000	48000	fd9df7cc5c04c9cedcbfac7e9f533859dd04a77ea5a0d13cabbec57cee454c5e
examples/stereo/drone_stereo_34.yaml	2	48000	48000	b63afcb5e15b73297e2584937bab14683e1277088ed97a1637039ce48e419068
examples/stereo/drone_stereo_41.yaml	2	48000	48000	8664cbc8664547fd8fb25dc4089036401cddf51db9c2b8e24297a20db650cef4
examples/stereo/drone_stereo_48.yaml	2	48000	48000	cea2b84fb1833ee01826af4814b977f20905e9be960ebe601213fe6b733af44a
examples/stereo/glitch_stereo_02.yaml	2	48000	48000	4032a25101bddea5f2ca38755bff6a001ca45007ece9c591a8ef09c1db26a8f9
examples/stereo/glitch_stereo_08.yaml	2	48000	48000	f64e0fbdf5f96fa04dcfd92080609e58936f3326d91c7bd35838cbf89fec3941
examples/stereo/glitch_stereo_35.yaml	2	48000	48000	067656ab20890938475482b32dabad8936697562f92579a02ce73dd594daaed4
examples/stereo/glitch_stereo_42.yaml	2	48000	48000	a3d18369d58fa2a18b3d12ce7b9eb637bcd48326502d3ab75223e636aad326a9
examples/stereo/glitch_stereo_50.yaml	2	48000	48000	c6901ff3df787705d69c9842735f5993c9c5f7c01ed299095abb89ce13e86281
examples/stereo/mpe_stereo_03.yaml	2	48000	48000	02547e2694441b38c371168543a48812cd91b4254c93df1ad7d5914fb1e0c15e
examples/stereo/mpe_stereo_04.yaml	2	48000	48000	5d40acc832d67796d3a260dd075eaf6383f96d01d28d2f3760c4ebfc8bba17fc
examples/stereo/mpe_stereo_09.yaml	2	48000	48000	598e73b4a58265ce34888e1a8238e979dffca7d8205865843d80f64e08829682
examples/stereo/mpe_stereo_12.yaml	2	48000	48000	2f442221831324bd6e930aeef42b1874282f917e23555d16f949cf18ed495532
examples/stereo/mpe_stereo_47.yaml	2	48000	48000	8ccc0d302e987aacbedfe133bb53aee701c900b6ae20b06123b35fd02c9fa3fe
examples/stereo/mpe_stereo_49.yaml	2	48000	48000	77db6408e2f8d122f9be9d26ad83a49741d9f0f95664de6210636b691c32aedc
examples/stereo/pitch_shift_stereo_06.yaml	2	48000	48000	f914b5e56f5d8ee7f5940d1ef1f0506816ddc2586d0ab66d1f64b1564e87e61e
examples/stereo/pitch_shift_stereo_07.yaml	2	48000	48000	39e88b78f873c4ea4b7b16d5f189be2e4b282a3561faba72f0cef4ab10593e06
examples/stereo/pitch_shift_stereo_26.yaml	2	48000	48000	a500a027af078204aa61d7f2c87c80fa5f849b39b6b46d121e56f2b837234302
examples/stereo/pitch_shift_stereo_27.yaml	2	48000	48000	b9b0106322778af8763bc7fff467385ce0069d31de88ecf17d8b09e0a4841e5d
